227.809	79954
227.793	79954
227.798	79954
227.797	79954
227.778	79954
227.795	79954
227.812	79954
227.799	79954
227.837	79954
227.773	79954
227.797	79954
227.803	79954
227.833	79954
227.823	79954
227.789	79954
227.819	79954
227.801	79954
227.824	79954
227.795	79954
227.791	79954
227.824	79954
227.809	79954
227.826	79954
227.795	79954
227.781	79954
227.848	79954
227.818	79954
227.807	79954
227.758	79954
227.815	79954
227.821	79954
227.824	79954
227.797	79954
227.815	79954
227.823	79954
227.826	79954
227.806	79954
227.781	79954
227.795	79954
227.795	79954
227.817	79954
227.813	79954
227.816	79954
227.795	79954
227.801	79954
227.786	79954
227.815	79954
227.805	79954
227.803	79954
227.789	79954
227.834	79954
227.823	79954
227.798	79954
227.825	79954
227.804	79954
227.797	79954
227.791	79954
227.803	79954
227.803	79954
227.068	79954
227.037	79954
227.034	79954
227.018	79912
227.041	79912
227.047	79912
227.047	79912
227.047	79912
227.062	79912
227.037	79912
227.007	79912
227.024	79912
227.036	79912
227.001	79912
227.053	79912
227.043	79912
227.023	79912
227.057	79912
227.055	79912
226.995	79912
227.026	79912
227.061	79912
227.045	79912
227.011	79912
227.051	79912
227.019	79912
227.045	79912
227.028	79912
227.048	79912
227.043	79912
227.044	79912
227.018	79912
227.061	79912
227.006	79912
227.033	79912
227.06	79912
227.063	79912
227.046	79912
227.027	79912
227.03	79912
227.048	79912
227.033	79912
227.063	79912
227.026	79912
245.119	79912
245.128	79912
245.118	80909
245.119	80909
245.126	80909
245.105	80909
245.088	80909
245.103	80909
245.09	80909
245.119	80909
245.09	80909
245.133	80909
245.128	80909
245.125	80909
245.119	80909
245.134	80909
245.097	80909
245.112	80909
245.111	80909
245.112	80909
245.115	80909
245.118	80909
245.117	80909
245.112	80909
245.09	80909
245.107	80909
245.136	80909
245.139	80909
245.072	80909
245.125	80909
245.105	80909
245.118	80909
245.102	80909
245.114	80909
245.099	80909
245.148	80909
245.114	80909
245.129	80909
245.108	80909
245.116	80909
245.132	80909
245.126	80909
245.129	80909
263.063	80909
263.093	80909
263.099	81909
263.067	81909
263.075	81909
263.082	81909
263.056	81909
263.073	81909
263.06	81909
263.038	81909
263.06	81909
263.105	81909
263.063	81909
263.072	81909
263.063	81909
263.067	81909
263.058	81909
263.036	81909
263.044	81909
263.062	81909
263.067	81909
263.066	81909
263.045	81909
263.098	81909
263.076	81909
263.069	81909
263.075	81909
263.045	81909
263.062	81909
263.053	81909
263.061	81909
263.068	81909
263.057	81909
263.071	81909
263.076	81909
263.038	81909
263.06	81909
263.034	81909
263.071	81909
263.063	81909
263.084	81909
263.036	81909
263.096	81909
280.386	81909
280.644	81909
280.611	82909
280.641	82909
280.653	82909
280.612	82909
280.633	82909
280.607	82909
280.627	82909
280.607	82909
280.608	82909
280.595	82909
280.605	82909
280.615	82909
280.59	82909
280.62	82909
280.635	82909
280.596	82909
280.598	82909
280.62	82909
280.635	82909
280.629	82909
280.629	82909
280.622	82909
280.626	82909
280.628	82909
280.623	82909
280.621	82909
280.604	82909
280.627	82909
280.613	82909
280.619	82909
280.643	82909
280.626	82909
280.594	82909
280.646	82909
280.593	82909
280.616	82909
280.632	82909
280.624	82909
280.63	82909
280.633	82909
280.596	82909
293.352	82909
298.104	82909
298.072	83910
298.115	83910
298.101	83910
298.091	83910
298.094	83910
298.092	83910
298.101	83910
298.085	83910
298.091	83910
298.064	83910
298.089	83910
298.085	83910
298.062	83910
298.087	83910
298.104	83910
298.1	83910
298.088	83910
298.098	83910
298.079	83910
298.096	83910
298.074	83910
298.076	83910
298.064	83910
298.109	83910
298.073	83910
298.068	83910
298.062	83910
298.065	83910
298.064	83910
298.09	83910
298.072	83910
298.105	83910
298.081	83910
298.117	83910
298.092	83910
298.092	83910
298.078	83910
298.085	83910
298.101	83910
298.098	83910
298.089	83910
308.018	83910
314.744	83910
314.741	84908
314.708	84908
314.745	84908
314.737	84908
314.722	84908
314.72	84908
314.709	84908
314.719	84908
314.693	84908
314.71	84908
314.724	84908
314.715	84908
314.711	84908
314.744	84908
314.712	84908
314.715	84908
314.733	84908
314.722	84908
314.728	84908
314.723	84908
314.731	84908
314.752	84908
314.714	84908
314.717	84908
314.728	84908
314.729	84908
314.717	84908
314.733	84908
314.743	84908
314.725	84908
314.713	84908
314.708	84908
314.717	84908
314.723	84908
314.733	84908
314.705	84908
314.7	84908
314.693	84908
314.733	84908
314.733	84908
314.717	84908
321.794	84908
331.178	84908
331.165	84908
331.169	85907
331.195	85907
331.157	85907
331.166	85907
331.176	85907
331.183	85907
331.18	85907
331.154	85907
331.167	85907
331.154	85907
331.162	85907
331.189	85907
331.161	85907
331.154	85907
331.155	85907
331.163	85907
331.17	85907
331.18	85907
331.129	85907
331.162	85907
331.151	85907
331.153	85907
331.154	85907
331.175	85907
331.172	85907
331.141	85907
331.14	85907
331.142	85907
331.151	85907
331.145	85907
331.173	85907
331.12	85907
331.147	85907
331.172	85907
331.15	85907
331.183	85907
331.144	85907
331.163	85907
331.178	85907
331.161	85907
334.988	85907
346.753	85907
346.745	85907
346.743	86907
346.76	86907
346.751	86907
346.757	86907
346.738	86907
346.754	86907
346.747	86907
346.748	86907
346.727	86907
346.744	86907
346.737	86907
346.719	86907
346.73	86907
346.739	86907
346.753	86907
346.715	86907
346.718	86907
346.714	86907
346.745	86907
346.734	86907
346.758	86907
346.74	86907
346.742	86907
346.761	86907
346.714	86907
346.708	86907
346.727	86907
346.735	86907
346.723	86907
346.708	86907
346.732	86907
346.728	86907
346.745	86907
346.725	86907
346.721	86907
346.739	86907
346.738	86907
346.728	86907
346.714	86907
346.738	86907
347.01	86907
362.125	86907
362.13	86907
362.15	87907
362.118	87907
362.117	87907
362.119	87907
362.13	87907
362.126	87907
362.129	87907
362.116	87907
362.119	87907
362.117	87907
362.117	87907
362.146	87907
362.131	87907
362.137	87907
362.114	87907
362.114	87907
362.131	87907
362.133	87907
362.103	87907
362.146	87907
362.112	87907
362.138	87907
362.091	87907
362.124	87907
362.128	87907
362.108	87907
362.116	87907
362.108	87907
362.136	87907
362.13	87907
362.096	87907
362.141	87907
362.149	87907
362.127	87907
362.116	87907
362.105	87907
362.135	87907
362.13	87907
362.147	87907
362.118	87907
362.119	87907
377.149	87907
377.152	87907
377.168	88906
377.129	88906
377.17	88906
377.113	88906
377.13	88906
377.141	88906
377.137	88906
377.131	88906
377.119	88906
377.157	88906
377.14	88906
377.138	88906
377.131	88906
377.131	88906
377.125	88906
377.134	88906
377.138	88906
377.152	88906
377.147	88906
377.161	88906
377.137	88906
377.137	88906
377.131	88906
377.116	88906
377.142	88906
377.148	88906
377.145	88906
377.165	88906
377.101	88906
377.135	88906
377.136	88906
377.123	88906
377.148	88906
377.12	88906
377.136	88906
377.131	88906
377.134	88906
377.142	88906
377.143	88906
377.14	88906
377.159	88906
392.003	88906
392.019	88906
392.018	89906
392.024	89906
392.015	89906
392.007	89906
392.014	89906
391.997	89906
392.014	89906
392.003	89906
392.015	89906
391.986	89906
392.014	89906
392.019	89906
391.996	89906
392.017	89906
391.98	89906
392.014	89906
391.992	89906
391.984	89906
391.998	89906
392.002	89906
392.013	89906
391.999	89906
391.987	89906
392.027	89906
392.001	89906
391.997	89906
392.008	89906
391.993	89906
391.992	89906
392.002	89906
392.012	89906
391.995	89906
392.006	89906
392.001	89906
392.003	89906
392.001	89906
391.989	89906
392.017	89906
391.999	89906
391.984	89906
392.004	89906
400.946	89906
406.263	89906
406.279	89906
406.274	90906
406.267	90906
406.278	90906
406.26	90906
406.27	90906
406.245	90906
406.238	90906
406.252	90906
406.229	90906
406.284	90906
406.263	90906
406.257	90906
406.263	90906
406.272	90906
406.296	90906
406.244	90906
406.275	90906
406.259	90906
406.269	90906
406.256	90906
406.264	90906
406.237	90906
406.234	90906
406.261	90906
406.243	90906
406.231	90906
406.259	90906
406.246	90906
406.27	90906
406.263	90906
406.254	90906
406.264	90906
406.271	90906
406.251	90906
406.262	90906
406.262	90906
406.246	90906
406.276	90906
406.239	90906
406.237	90906
409.96	90906
420.531	90906
420.529	90906
420.542	91907
420.546	91907
420.542	91907
420.544	91907
420.526	91907
420.528	91907
420.537	91907
420.53	91907
420.513	91907
420.538	91907
420.518	91907
420.552	91907
420.516	91907
420.549	91907
420.532	91907
420.524	91907
420.531	91907
420.512	91907
420.534	91907
420.544	91907
420.503	91907
420.517	91907
420.539	91907
420.496	91907
420.519	91907
420.538	91907
420.52	91907
420.525	91907
420.549	91907
420.545	91907
420.526	91907
420.526	91907
420.53	91907
420.532	91907
420.522	91907
420.551	91907
420.531	91907
420.536	91907
420.517	91907
420.536	91907
420.842	91907
434.085	91907
434.098	91907
434.088	92906
434.091	92906
434.066	92906
434.083	92906
434.082	92906
434.077	92906
434.082	92906
434.05	92906
434.077	92906
434.075	92906
434.068	92906
434.079	92906
434.082	92906
434.081	92906
434.08	92906
434.067	92906
434.069	92906
434.063	92906
434.072	92906
434.032	92906
434.047	92906
